epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,0.5681729378799597,0.091796875,0.45333779208800373,0.08700980421374827,2024-11-25 17:09:42.766403
1,0.38525285695989925,0.11653645833333333,0.3448394291541156,0.10906862774316002,2024-11-25 17:09:42.766403
2,0.32827924222995836,0.12825520833333334,0.3169141113758087,0.11397058823529412,2024-11-25 17:09:42.766403
